,h
1950-08-02,17.12993785920603
1950-08-03,17.12892748974735
1950-08-04,17.123049195984912
1950-08-05,17.111413378062828
1950-08-06,17.10883444419879
1950-08-07,17.10776249221076
1950-08-08,17.102372265207908
1950-08-09,17.09955373176359
1950-08-10,17.117177237883052
1950-08-11,17.11024608984496
1950-08-12,17.103379602603024
1950-08-13,17.09832088179377
1950-08-14,17.093309353875693
1950-08-15,17.087472724156417
1950-08-16,17.122330230909295
1950-08-17,17.139481633416263
1950-08-18,17.141193091482698
1950-08-19,17.13636284428833
1950-08-20,17.125765295690325
1950-08-21,17.129899826601793
1950-08-22,17.144367378194396
1950-08-23,17.142285053450173
1950-08-24,17.14093203704069
1950-08-25,17.136394843370617
1950-08-26,17.1310281228272
1950-08-27,17.13175245576809
1950-08-28,17.129884300351193
1950-08-29,17.127484498202975
1950-08-30,17.123430027252066
1950-08-31,17.187449470979967
1950-09-01,17.20880523743076
1950-09-02,17.211450546526525
1950-09-03,17.21003352035958
1950-09-04,17.210729528286798
1950-09-05,17.21106293736928
1950-09-06,17.20732458207041
1950-09-07,17.21382722771633
1950-09-08,17.210934938735598
1950-09-09,17.20806963196722
1950-09-10,17.205812291979743
1950-09-11,17.199216738609355
1950-09-12,17.19675136926928
1950-09-13,17.193146526828954
1950-09-14,17.19855464421447
1950-09-15,17.244297032883477
1950-09-16,17.24141110872296
1950-09-17,17.237389634825163
1950-09-18,17.235440004325937
1950-09-19,17.2386765301627
1950-09-20,17.240752551325155
1950-09-21,17.238642902115316
1950-09-22,17.238425288722734
1950-09-23,17.237628469163077
1950-09-24,17.235676610574313
1950-09-25,17.242174380941822
1950-09-26,17.260047948728467
1950-09-27,17.261664974298686
1950-09-28,17.262395060181177
1950-09-29,17.26428197228134
1950-09-30,17.275132940795174
1950-10-01,17.274091324068085
1950-10-02,17.27855017244589
1950-10-03,17.278832117888985
1950-10-04,17.276205251628014
1950-10-05,17.27156856444517
1950-10-06,17.269300078138983
1950-10-07,17.271121408581976
1950-10-08,17.273410499584134
1950-10-09,17.276485767043955
1950-10-10,17.28231220996412
1950-10-11,17.281977823010134
1950-10-12,17.28193717370067
1950-10-13,17.281896903609294
1950-10-14,17.3157779876048
1950-10-15,17.33564479240233
1950-10-16,17.33800966446673
1950-10-17,17.339190002027898
1950-10-18,17.339196855628064
1950-10-19,17.33804117271875
1950-10-20,17.339511834481943
1950-10-21,17.33980630384478
1950-10-22,17.340679262384064
1950-10-23,17.343547407207133
1950-10-24,17.354529596950876
1950-10-25,17.359949582690135
1950-10-26,17.361215860529708
1950-10-27,17.383954387985543
1950-10-28,17.385577960880465
1950-10-29,17.38660515115059
1950-10-30,17.395085839846498
1950-10-31,17.399448590296696
1950-11-01,17.406226560983296
1950-11-02,17.408740505972233
1950-11-03,17.420827220191118
1950-11-04,17.422397423959755
1950-11-05,17.423371742985076
1950-11-06,17.424918208857942
1950-11-07,17.425869011438717
1950-11-08,17.42710156210932
1950-11-09,17.428031996151038
1950-11-10,17.444947065056446
1950-11-11,17.462995451579054
1950-11-12,17.507173718828117
1950-11-13,17.560727872527238
1950-11-14,17.567746139575426
1950-11-15,17.576959555233877
1950-11-16,17.61771521354715
1950-11-17,17.616803086638456
1950-11-18,17.617223913685876
1950-11-19,17.663646097012098
1950-11-20,17.713640702640717
1950-11-21,17.723432072601906
1950-11-22,17.75261283132353
1950-11-23,17.774639517443266
1950-11-24,17.802889970774363
1950-11-25,17.79937849102448
1950-11-26,17.80384643818144
1950-11-27,17.803458512101315
1950-11-28,17.802526294834557
1950-11-29,17.815753566515934
1950-11-30,17.813897952425645
1950-12-01,17.812059649390292
1950-12-02,17.81253360881537
1950-12-03,17.815909328095344
1950-12-04,17.81408442240424
1950-12-05,17.811404686859802
1950-12-06,17.806715623611925
1950-12-07,17.820936474911875
1950-12-08,17.8190646708839
1950-12-09,17.81779156523313
1950-12-10,17.837466488994206
1950-12-11,17.853952869869
1950-12-12,17.877424585847912
1950-12-13,17.938606137088
1950-12-14,17.95321164243033
1950-12-15,17.975532241146354
1950-12-16,17.983654625853244
1950-12-17,17.983624757808492
1950-12-18,18.02578792396571
1950-12-19,18.021682277693397
1950-12-20,18.024916042028174
1950-12-21,18.033870007636732
1950-12-22,18.044259019897385
1950-12-23,18.044761922014395
1950-12-24,18.04109266478407
1950-12-25,18.037748256258947
1950-12-26,18.03385381149091
1950-12-27,18.03212767419823
1950-12-28,18.02964227014486
1950-12-29,18.026663139184596
1950-12-30,18.05052696829656
1950-12-31,18.07368341956562
1951-01-01,18.17128565179569
1951-01-02,18.174093267310166
1951-01-03,18.168636239507048
1951-01-04,18.162067647835595
1951-01-05,18.155560334665875
1951-01-06,18.15027736553081
1951-01-07,18.144170662245248
1951-01-08,18.14286963254805
1951-01-09,18.138866363128784
1951-01-10,18.13286611327578
1951-01-11,18.1536393584301
1951-01-12,18.2074953933787
1951-01-13,18.20657310976673
1951-01-14,18.24277953739183
1951-01-15,18.25390184469823
1951-01-16,18.247990899482794
1951-01-17,18.250986946387343
1951-01-18,18.25201720062359
1951-01-19,18.24773890013624
1951-01-20,18.24501909033304
1951-01-21,18.23919101248187
1951-01-22,18.233385143365044
1951-01-23,18.244368795990788
1951-01-24,18.24836813712223
1951-01-25,18.2482591850729
1951-01-26,18.266405186478625
1951-01-27,18.27866369591941
1951-01-28,18.274815695250783
1951-01-29,18.270163899717335
1951-01-30,18.264069084016647
1951-01-31,18.264524704492008
1951-02-01,18.258514658439612
1951-02-02,18.252560680207505
1951-02-03,18.25903600402699
1951-02-04,18.277856838232577
1951-02-05,18.309102144989414
1951-02-06,18.359924963647625
1951-02-07,18.380324846470444
1951-02-08,18.376627761423347
1951-02-09,18.373449918325957
1951-02-10,18.36658567926584
1951-02-11,18.357589177668903
1951-02-12,18.3489672227291
1951-02-13,18.37011605441866
1951-02-14,18.376141426101082
1951-02-15,18.367927633210936
1951-02-16,18.36311824176979
1951-02-17,18.393859926236786
1951-02-18,18.395334351039434
1951-02-19,18.39889600017068
1951-02-20,18.413311763060747
1951-02-21,18.434895314650543
1951-02-22,18.443644134366654
1951-02-23,18.454701768973404
1951-02-24,18.461843720102795
1951-02-25,18.46294237959512
1951-02-26,18.469943130926843
1951-02-27,18.471935734442663
1951-02-28,18.461956420416232
1951-03-01,18.452070203577517
1951-03-02,18.44599109290655
1951-03-03,18.44869189716766
1951-03-04,18.447070227180305
1951-03-05,18.436741647601586
1951-03-06,18.42680004165782
1951-03-07,18.434558394243837
1951-03-08,18.42954783209511
1951-03-09,18.4404141916973
1951-03-10,18.437288007841527
1951-03-11,18.43835845597238
1951-03-12,18.42665805793804
1951-03-13,18.421755688918545
1951-03-14,18.431210653967206
1951-03-15,18.42752360615094
1951-03-16,18.426357872146543
1951-03-17,18.41932632743045
1951-03-18,18.408385881357123
1951-03-19,18.40068114008767
1951-03-20,18.40054118982322
1951-03-21,18.38967834147966
1951-03-22,18.378141462905845
1951-03-23,18.374208619297058
1951-03-24,18.36246111687447
1951-03-25,18.35117814824492
1951-03-26,18.34203476561995
1951-03-27,18.333138653901425
1951-03-28,18.323550164233726
1951-03-29,18.354078579043854
1951-03-30,18.353340722915135
1951-03-31,18.344565432871516
1951-04-01,18.352315583576043
1951-04-02,18.352595839525886
1951-04-03,18.342503053802982
1951-04-04,18.33250442384715
1951-04-05,18.32492401642192
1951-04-06,18.327010548609405
1951-04-07,18.34274365599942
1951-04-08,18.34440549182931
1951-04-09,18.34482386416069
1951-04-10,18.33305987446797
1951-04-11,18.322341808664383
1951-04-12,18.31488953457695
1951-04-13,18.304276657175453
1951-04-14,18.292374019772982
1951-04-15,18.277385622700876
1951-04-16,18.262246434493107
1951-04-17,18.250090338452903
1951-04-18,18.236949497267304
1951-04-19,18.227935578208555
1951-04-20,18.22417604761004
1951-04-21,18.218447094977858
1951-04-22,18.209088871857073
1951-04-23,18.196330534040165
1951-04-24,18.179913183111065
1951-04-25,18.163939608066833
1951-04-26,18.152764941060262
1951-04-27,18.142856995281505
1951-04-28,18.13391333532399
1951-04-29,18.12563434720609
1951-04-30,18.117271786399215
1951-05-01,18.11435050652991
1951-05-02,18.145282137860228
1951-05-03,18.142841592746812
1951-05-04,18.138196519509037
1951-05-05,18.143610266251454
1951-05-06,18.149198638570763
1951-05-07,18.140261304948854
1951-05-08,18.140484327186012
1951-05-09,18.131272183745875
1951-05-10,18.125473755383723
1951-05-11,18.11494855510422
1951-05-12,18.10074350873502
1951-05-13,18.086670981481358
1951-05-14,18.075054682214432
1951-05-15,18.063546751597944
1951-05-16,18.05960809513101
1951-05-17,18.048825502270244
1951-05-18,18.049482266492976
1951-05-19,18.040247228372348
1951-05-20,18.029580930358772
1951-05-21,18.018885492411776
1951-05-22,18.00380074960387
1951-05-23,17.986854567114655
1951-05-24,18.000790654678926
1951-05-25,18.032879336903104
1951-05-26,18.0312301073902
1951-05-27,18.024266323229867
1951-05-28,18.01265096177906
1951-05-29,18.004309762930546
1951-05-30,18.00034365766609
1951-05-31,18.003165421814863
1951-06-01,18.032968998397585
1951-06-02,18.023823689828514
1951-06-03,18.010178130710905
1951-06-04,17.998112961958043
1951-06-05,17.984707258651422
1951-06-06,17.971717235518547
1951-06-07,17.973482775959123
1951-06-08,17.963859753418745
1951-06-09,17.950773598868377
1951-06-10,17.94275003370455
1951-06-11,17.928988957653914
1951-06-12,17.915356258912272
1951-06-13,17.90097888541647
1951-06-14,17.881213893961245
1951-06-15,17.86889874401819
1951-06-16,17.86487144570857
1951-06-17,17.876517762626705
1951-06-18,17.91839134241571
1951-06-19,17.90747307229143
1951-06-20,17.89287862303263
1951-06-21,17.88597756198322
1951-06-22,17.92369074325623
1951-06-23,17.91708463633614
1951-06-24,17.931992059140043
1951-06-25,17.934418814559535
1951-06-26,17.925385350880365
1951-06-27,17.91527368796305
1951-06-28,17.905837593204538
1951-06-29,17.90433971168084
1951-06-30,17.893359560445692
1951-07-01,17.87657183123108
1951-07-02,17.860521951309575
1951-07-03,17.845203037272782
1951-07-04,17.82915517921256
1951-07-05,17.81732568589144
1951-07-06,17.80211913239529
1951-07-07,17.78812042915888
1951-07-08,17.786559425087322
1951-07-09,17.774836690126936
1951-07-10,17.870031397315916
1951-07-11,17.869902543588303
1951-07-12,17.857983535565378
1951-07-13,17.851600980380866
1951-07-14,17.86217646361865
1951-07-15,17.848295205323964
1951-07-16,17.83570591809257
1951-07-17,17.821199749531417
1951-07-18,17.80653829111675
1951-07-19,17.789688664548972
1951-07-20,17.771252519571515
1951-07-21,17.75269774755635
1951-07-22,17.76025589271373
1951-07-23,17.758729706858492
1951-07-24,17.749010304663834
1951-07-25,17.738800338649
1951-07-26,17.726651294576932
1951-07-27,17.71403435285446
1951-07-28,17.69891955150539
1951-07-29,17.68216988603155
1951-07-30,17.67548965683211
1951-07-31,17.673072541498364
1951-08-01,17.669288043133058
1951-08-02,17.665506688914835
1951-08-03,17.669062884606664
1951-08-04,17.663928189314607
1951-08-05,17.724295248975576
1951-08-06,17.72610720650316
1951-08-07,17.717563994589884
1951-08-08,17.766057428071385
1951-08-09,17.766349474460057
1951-08-10,17.7574308417549
1951-08-11,17.747432938551515
1951-08-12,17.740692944026378
1951-08-13,17.73521162572573
1951-08-14,17.726002242246945
1951-08-15,17.724147720723582
1951-08-16,17.713297843741714
1951-08-17,17.702258567300934
1951-08-18,17.69364722159923
1951-08-19,17.707310156321594
1951-08-20,17.721362542579993
1951-08-21,17.713444830001997
1951-08-22,17.7213645077689
1951-08-23,17.712865540571567
1951-08-24,17.705866789595166
1951-08-25,17.698674873442403
1951-08-26,17.694748014998204
1951-08-27,17.68762882920731
1951-08-28,17.675375928717955
1951-08-29,17.664109190171605
1951-08-30,17.663900387293214
1951-08-31,17.656131637476722
1951-09-01,17.657932770559665
1951-09-02,17.649734940958275
1951-09-03,17.640160498331415
1951-09-04,17.635164458620885
1951-09-05,17.622819762837505
1951-09-06,17.61698383007457
1951-09-07,17.610911722683102
1951-09-08,17.604024407654116
1951-09-09,17.67780649051003
1951-09-10,17.670585731214445
1951-09-11,17.66168862564509
1951-09-12,17.655199466466893
1951-09-13,17.647898990334262
1951-09-14,17.64095723860881
1951-09-15,17.639668643580126
1951-09-16,17.63251305475438
1951-09-17,17.688097044520326
1951-09-18,17.682233375189153
1951-09-19,17.679039971414674
1951-09-20,17.673260795670217
1951-09-21,17.66608244323794
1951-09-22,17.692149992388394
1951-09-23,17.688057709528945
1951-09-24,17.68219440715457
1951-09-25,17.676322645252093
1951-09-26,17.67867745987914
1951-09-27,17.685662525947517
1951-09-28,17.682761075841725
1951-09-29,17.678109658423875
1951-09-30,17.673501634157006
1951-10-01,17.67730369525741
1951-10-02,17.67373701640032
1951-10-03,17.666263603153833
1951-10-04,17.663800417936255
1951-10-05,17.659907121099664
1951-10-06,17.657793853752672
1951-10-07,17.655409682969132
1951-10-08,17.652175899725677
1951-10-09,17.64810043007117
1951-10-10,17.64406298054135
1951-10-11,17.640353814588845
1951-10-12,17.701873483531852
1951-10-13,17.70205092683508
1951-10-14,17.698091408503263
1951-10-15,17.694750064870355
1951-10-16,17.691149274545147
1951-10-17,17.689907021197435
1951-10-18,17.688095120565958
1951-10-19,17.685718886899757
1951-10-20,17.684236675586327
1951-10-21,17.698113718198403
1951-10-22,17.695644020867068
1951-10-23,17.692616127097445
1951-10-24,17.694429507653766
1951-10-25,17.693447271099476
1951-10-26,17.690730488988255
1951-10-27,17.690074543413058
1951-10-28,17.68777749281162
1951-10-29,17.683660513441875
1951-10-30,17.68197237421797
1951-10-31,17.69344794625754
1951-11-01,17.69874331373329
1951-11-02,17.724568162820972
1951-11-03,17.730122284059597
1951-11-04,17.729681252683342
1951-11-05,17.72604637149387
1951-11-06,17.718956817826562
1951-11-07,17.729055864064225
1951-11-08,17.729787253910093
1951-11-09,17.72689459225625
1951-11-10,17.72315589723336
1951-11-11,17.73515361268543
1951-11-12,17.76852229936354
1951-11-13,17.810561348452925
1951-11-14,17.80762386158137
1951-11-15,17.804423160431
1951-11-16,17.8003804642462
1951-11-17,17.798119191300014
1951-11-18,17.824633188642096
1951-11-19,17.823567755466307
1951-11-20,17.832235964976615
1951-11-21,17.849546511421998
1951-11-22,17.8558725500495
1951-11-23,17.871540496554235
1951-11-24,17.866581043473392
1951-11-25,17.867126443556874
1951-11-26,17.86278940553645
1951-11-27,17.859945918531533
1951-11-28,17.857128958464514
1951-11-29,17.854919514151213
1951-11-30,17.852440063637886
1951-12-01,17.850855598389032
1951-12-02,17.849544371284487
1951-12-03,17.847405683712044
1951-12-04,17.845868184277844
1951-12-05,17.844345028201623
1951-12-06,17.862446624923997
1951-12-07,17.864743307052954
1951-12-08,17.8642720248444
1951-12-09,17.884772288695967
1951-12-10,17.882014341148842
1951-12-11,17.87782903182543
1951-12-12,17.875426476180994
1951-12-13,17.87130262516021
1951-12-14,17.867507863757726
1951-12-15,17.865782830749147
1951-12-16,17.86378327245937
1951-12-17,17.86151174993934
1951-12-18,17.85926141849095
1951-12-19,17.856160225993246
1951-12-20,17.853637039356805
1951-12-21,17.84855398978504
1951-12-22,17.845843305212135
1951-12-23,17.8440297630901
1951-12-24,17.844010174521614
1951-12-25,17.89264610492338
1951-12-26,17.901122471634256
1951-12-27,17.9474807269724
1951-12-28,18.005844585661972
1951-12-29,18.003703190744453
1951-12-30,18.012079681473573
1951-12-31,18.01026722189051
1952-01-01,18.010377351768216
1952-01-02,18.02709200229955
1952-01-03,18.04381269371287
1952-01-04,18.087870286016244
1952-01-05,18.0826363975639
1952-01-06,18.0783231905737
1952-01-07,18.073759762473188
1952-01-08,18.070401965950715
1952-01-09,18.081641628655913
1952-01-10,18.109709361513584
1952-01-11,18.15330389828634
1952-01-12,18.183223825357548
1952-01-13,18.17652047832323
1952-01-14,18.18406204278463
1952-01-15,18.180613814848677
1952-01-16,18.182009242054242
1952-01-17,18.20481227109943
1952-01-18,18.200168431800172
1952-01-19,18.19301462997932
1952-01-20,18.187672741725475
1952-01-21,18.18470650445549
1952-01-22,18.179414077751023
1952-01-23,18.17390215730815
1952-01-24,18.179401375061502
1952-01-25,18.173895573593434
1952-01-26,18.231343170929726
1952-01-27,18.224189744297064
1952-01-28,18.217684288387357
1952-01-29,18.207752104268422
1952-01-30,18.20259579408055
1952-01-31,18.242167553394662
1952-02-01,18.30114354255314
1952-02-02,18.371780542164263
1952-02-03,18.375174697011914
1952-02-04,18.36741846538077
1952-02-05,18.358996176755458
1952-02-06,18.35151443169765
1952-02-07,18.343241685486415
1952-02-08,18.348939787238308
1952-02-09,18.34691854890946
1952-02-10,18.337812354565855
1952-02-11,18.330805645058998
1952-02-12,18.3260937618583
1952-02-13,18.319057620685033
1952-02-14,18.348993061512562
1952-02-15,18.339557526246235
1952-02-16,18.331663757598953
1952-02-17,18.348716789812308
1952-02-18,18.341336909334373
1952-02-19,18.33167412399403
1952-02-20,18.325035449748658
1952-02-21,18.315554287677955
1952-02-22,18.30732756952707
1952-02-23,18.298016592767304
1952-02-24,18.289372541134316
1952-02-25,18.281098281375037
1952-02-26,18.274042912260143
1952-02-27,18.266482366156485
1952-02-28,18.25900435228088
1952-02-29,18.25130055950787
1952-03-01,18.2413379496457
1952-03-02,18.230268860746808
1952-03-03,18.218186479640725
1952-03-04,18.207959057356764
1952-03-05,18.20451440854873
1952-03-06,18.19557958107776
1952-03-07,18.182076749701633
1952-03-08,18.16870105988305
1952-03-09,18.16995736987137
1952-03-10,18.160475124644517
1952-03-11,18.148756981006695
1952-03-12,18.154561253187172
1952-03-13,18.14464169565907
1952-03-14,18.13713962299356
1952-03-15,18.129678300543176
1952-03-16,18.201919000441833
1952-03-17,18.204605892878003
1952-03-18,18.216021625574662
1952-03-19,18.207820900136984
1952-03-20,18.205925906011284
1952-03-21,18.200598985079406
1952-03-22,18.192503094501824
1952-03-23,18.18479188497726
1952-03-24,18.17649256233877
1952-03-25,18.169061532322726
1952-03-26,18.156088421682036
1952-03-27,18.15810308851725
1952-03-28,18.15519315025926
1952-03-29,18.139163543331694
1952-03-30,18.12838683750706
1952-03-31,18.14711217957896
1952-04-01,18.145793254809238
1952-04-02,18.137409171508754
1952-04-03,18.12764577879137
1952-04-04,18.117395786534352
1952-04-05,18.108405942679443
1952-04-06,18.096880099018694
1952-04-07,18.082528889362383
1952-04-08,18.068628823774013
1952-04-09,18.053627398561265
1952-04-10,18.054859936792354
1952-04-11,18.075368766624504
1952-04-12,18.080310450301337
1952-04-13,18.07128006023036
1952-04-14,18.060100303658842
1952-04-15,18.049898034567313
1952-04-16,18.039496704475575
1952-04-17,18.025687642249462
1952-04-18,18.012318142961934
1952-04-19,17.99994059246958
1952-04-20,17.989425091001873
1952-04-21,17.98456711990983
1952-04-22,17.973858209678593
1952-04-23,17.96412584262111
1952-04-24,17.954508279135855
1952-04-25,17.94412860723779
1952-04-26,17.928910539419647
1952-04-27,17.914415384142824
1952-04-28,17.900627236079146
1952-04-29,17.895557391486367
1952-04-30,17.893249034611244
1952-05-01,17.905920814606684
1952-05-02,17.89657610676546
1952-05-03,17.899274676768556
1952-05-04,17.893681255269627
1952-05-05,17.89583232467807
1952-05-06,17.90125778421945
1952-05-07,17.90019897470733
1952-05-08,17.892881880385456
1952-05-09,17.89209535224733
1952-05-10,17.87940055079016
1952-05-11,17.86740394886271
1952-05-12,17.855809001515546
1952-05-13,17.848068987495058
1952-05-14,17.83519115325038
1952-05-15,17.819536567404548
1952-05-16,17.80257727957202
1952-05-17,17.787234282959037
1952-05-18,17.773763360463388
1952-05-19,17.761007954087162
1952-05-20,17.750991213358976
1952-05-21,17.73463981976185
1952-05-22,17.717888853420767
1952-05-23,17.698668421477144
1952-05-24,17.681086289882938
1952-05-25,17.665406834491982
1952-05-26,17.647270545158435
1952-05-27,17.631045888795313
1952-05-28,17.61496607144748
1952-05-29,17.608602528787443
1952-05-30,17.604013294914836
1952-05-31,17.605197875931637
1952-06-01,17.591967324812973
1952-06-02,17.585554853443547
1952-06-03,17.575714786410558
1952-06-04,17.563634757953434
1952-06-05,17.571382006710724
1952-06-06,17.55989916810565
1952-06-07,17.551334030082977
1952-06-08,17.5415278719198
1952-06-09,17.532688570251803
1952-06-10,17.523639058953584
1952-06-11,17.552920557822603
1952-06-12,17.541646508200422
1952-06-13,17.530772946188783
1952-06-14,17.522130746473664
1952-06-15,17.50953443760974
1952-06-16,17.506321764684834
1952-06-17,17.51761440485193
1952-06-18,17.540493340760985
1952-06-19,17.530783326194783
1952-06-20,17.521456046360587
1952-06-21,17.51308903949965
1952-06-22,17.50185855714131
1952-06-23,17.494831695285296
1952-06-24,17.48148206954862
1952-06-25,17.463610483976236
1952-06-26,17.44385231802982
1952-06-27,17.42865144580549
1952-06-28,17.415627296482715
1952-06-29,17.398948080579526
1952-06-30,17.377191578660188
1952-07-01,17.361614431989622
1952-07-02,17.350964074619622
1952-07-03,17.34664615960517
1952-07-04,17.342177913106184
1952-07-05,17.336037741328028
1952-07-06,17.327593353142515
1952-07-07,17.333310872596687
1952-07-08,17.325542469728553
1952-07-09,17.31987366024476
1952-07-10,17.308739675387056
1952-07-11,17.29654284909461
1952-07-12,17.289692238223793
1952-07-13,17.28087883702866
1952-07-14,17.2721456027204
1952-07-15,17.269013597066984
1952-07-16,17.26009042794994
1952-07-17,17.25038353842915
1952-07-18,17.247906490080528
1952-07-19,17.239768050632925
1952-07-20,17.229963195343938
