,BattV_Avg,Rain_mm_Tot,WS_ms_Avg,WS_ms_Avg,WS_ms_Avg,AirTC_Avg,AirTC_Avg,AirTC_Avg,RH,RH,RH,SlrW_Avg,ET0
,mean,sum,mean,min,max,mean,min,max,mean,min,max,mean,sum
date,,,,,,,,,,,,,
2023-01-13,13.20775,2.0,2.41885,0.18,7.315,10.624841666666667,5.612,14.38,89.97783333333334,67.26,98.0,13.713966666666666,2.94
2023-01-14,13.162,0.8,3.1691291666666666,0.915,9.37,11.090612499999999,5.908,15.73,89.749375,71.43,98.6,8.522875,2.12
2023-01-15,13.204749999999999,11.0,3.705041666666667,0.835,11.11,9.115974999999999,6.587,13.0,84.69808333333334,59.45,96.0,10.821845833333333,2.65
2023-01-16,13.05825,23.0,4.833395833333333,0.528,12.65,8.072679166666667,5.946,10.86,86.09316666666668,69.92,96.4,-0.18392500000000003,0.88
2023-01-17,12.947083333333333,12.1,2.6370999999999998,0.689,7.658,6.581116666666667,4.482,8.92,87.61183333333334,76.22,98.3,-1.0511208333333333,0.29
2023-01-18,12.990041666666666,6.0,1.1824208333333333,0.141,3.563,1.2348541666666668,-1.392,5.395,94.77958333333332,81.7,99.4,1.5853625,0.38
2023-01-19,12.779541666666667,33.9,2.6392375,0.133,8.12,2.996191666666667,0.451,5.169,95.97166666666666,93.4,97.9,-3.6498375,-0.31
2023-01-20,13.164791666666668,0.2,0.6350333333333332,0.068,1.78,0.5735875,-2.194,5.857,97.4625,82.7,99.7,10.815837499999999,1.75
2023-01-21,13.351083333333333,0.1,1.2579291666666668,0.114,2.803,0.7370833333333333,-3.207,6.268,89.14554166666667,69.39,99.6,19.167550000000002,2.91
2023-01-22,13.36975,0.1,1.0518041666666667,0.211,2.296,-1.0308208333333333,-3.58,2.723,90.80279166666666,75.04,97.7,15.7301,2.22
2023-01-23,13.054833333333333,0.0,1.172,0.243,2.299,1.89605,-0.546,3.648,84.685125,74.59,93.2,5.281233333333334,0.96
2023-01-24,12.936208333333333,0.0,1.4124916666666667,0.22,2.84,3.107041666666667,2.205,4.184,85.635,81.2,95.7,3.918858333333333,0.75
2023-01-25,12.755625,0.0,0.7813,0.354,2.053,2.8253041666666667,2.101,3.744,94.43041666666666,84.8,97.4,1.7603041666666668,0.37
2023-01-26,12.934375,0.1,1.432475,0.515,4.222,2.9813666666666667,1.135,4.853,89.48583333333333,80.7,96.4,6.626154166666667,1.14
2023-01-27,13.090833333333334,0.0,2.0557083333333335,1.004,3.189,5.471933333333333,4.165,7.714,79.64808333333333,67.26,91.1,9.748608333333333,1.96
2023-01-28,13.042291666666667,0.0,1.8817791666666668,1.039,3.423,4.562408333333334,3.456,5.827,78.41991666666667,71.59,84.3,5.853195833333333,1.31
2023-01-29,13.214125,0.0,1.1986916666666665,0.124,3.583,2.439316666666667,-2.431,6.415,80.75041666666667,62.4,95.8,16.967929166666668,2.75
2023-01-30,13.271208333333334,0.0,0.8790125,0.114,2.079,2.8896583333333337,-2.826,8.36,87.462,66.27,97.9,15.4868375,2.64
2023-01-31,13.254166666666666,0.4,1.4229625000000001,0.096,4.953,6.873304166666667,1.21,12.43,92.05733333333333,75.26,98.0,15.968675,2.97
2023-02-01,13.2335,0.0,0.6037666666666667,0.109,1.65,5.944558333333333,1.005,12.18,91.66558333333334,68.93,98.9,11.807895833333333,2.38
2023-02-02,13.28725,0.1,0.7884958333333334,0.097,3.143,3.248629166666667,-1.672,11.67,85.51258333333334,52.03,98.8,19.574454166666666,3.71
2023-02-03,13.312125,0.0,0.9648833333333333,0.128,3.538,2.5907958333333334,-3.116,10.67,86.24970833333333,60.77,98.4,22.97126666666667,3.99
2023-02-04,13.245583333333334,0.2,1.1778333333333333,0.238,2.423,5.303,-1.707,10.54,87.28383333333333,69.68,99.4,9.4752875,1.81
2023-02-05,13.208374999999998,0.0,1.5404916666666668,0.257,4.451,8.1193125,3.753,11.98,76.89,54.52,89.7,16.2697,3.43
2023-02-06,13.330916666666667,0.0,1.9695333333333334,0.788,4.283,5.326062500000001,1.862,10.18,78.55454166666667,61.74,90.1,23.3874625,4.13
2023-02-07,13.294291666666668,0.0,2.559654166666667,0.687,7.463,4.3530999999999995,1.073,8.34,77.94266666666667,59.94,90.1,17.874425,3.1
2023-02-08,13.307541666666667,0.0,1.0065916666666666,0.138,2.548,3.3926458333333334,-3.579,12.02,75.80016666666667,37.34,94.6,24.456374999999998,4.57
2023-02-09,13.31275,0.0,0.73875,0.112,2.953,1.40745,-5.032,10.78,83.27645833333332,45.56,96.7,24.101008333333333,4.23
2023-02-10,13.316958333333334,0.0,0.91,0.114,2.883,1.5697833333333333,-4.937,10.82,80.81404166666667,49.21,97.5,25.1656375,4.35
2023-02-11,13.323083333333333,0.0,1.0502666666666667,0.06,3.265,2.058145833333333,-5.319,12.26,75.57775,35.13,97.0,25.919241666666668,4.73
2023-02-12,13.313041666666667,0.0,1.7063416666666666,0.068,5.334,3.644520833333333,-3.294,13.0,74.9255,39.45,94.1,25.8374625,4.86
2023-02-13,13.302625,0.0,1.2037791666666666,0.093,3.161,4.346708333333334,-2.771,15.83,79.691125,38.46,96.3,26.4525875,5.37
2023-02-14,13.303041666666667,0.1,1.9929833333333333,0.101,4.765,6.793345833333333,-2.024,15.25,79.97433333333333,53.68,96.4,23.851074999999998,4.61
2023-02-15,13.270000000000001,0.0,2.0599416666666666,0.147,5.337,8.716312499999999,1.482,17.3,78.30545833333333,40.9,96.4,25.5210375,5.63
2023-02-16,13.228250000000001,0.1,1.022025,0.077,3.518,7.6732,1.25,16.17,89.70516666666667,59.43,98.6,19.276275,4.09
2023-02-17,13.231541666666667,0.0,1.063725,0.12,3.417,9.624539748953975,3.834,16.12,88.67045833333333,53.47,98.5,21.039191666666667,4.62
2023-02-18,13.271541666666668,0.2,0.7890208333333334,0.079,1.888,9.831425,3.908,19.09,85.75108333333333,53.97,98.5,26.323066666666666,6.0
2023-02-19,13.132291666666667,0.1,1.2715708333333333,0.227,3.247,8.864420833333332,3.663,11.47,91.95833333333333,82.1,97.9,9.566754166666668,1.86
2023-02-20,13.296791666666667,0.1,1.0176625,0.061,2.958,6.049075,-2.024,15.95,87.31220833333333,57.54,98.3,25.6421875,5.04
2023-02-21,13.244666666666665,0.0,2.481708333333333,0.268,5.011,10.433116666666667,2.962,15.53,87.65233333333335,67.27,97.1,13.805495833333334,2.97
2023-02-22,13.142333333333333,5.9,1.7732999999999999,0.221,4.481,10.907291666666667,8.29,13.06,93.91583333333332,82.8,96.9,10.136295833333332,2.11
2023-02-23,13.001458333333334,23.8,1.5081041666666666,0.168,3.092,5.8447375,4.649,8.4,94.40625,89.9,97.2,5.764829166666667,1.06
2023-02-24,13.131833333333333,15.0,3.5740083333333335,0.215,7.284,6.184008333333334,3.969,8.69,94.08333333333333,88.1,97.9,7.108258333333334,1.15
2023-02-25,13.26275,0.0,2.2095,0.587,4.248,6.146765690376569,1.42,11.43,83.68924999999999,67.85,97.4,20.62259583333333,3.6
2023-02-26,13.37425,0.0,2.69565,1.351,5.158,4.3629999999999995,1.694,7.895,60.75620833333333,34.13,83.6,32.08849583333333,5.4
2023-02-27,13.391708333333334,0.0,2.3764958333333337,0.386,4.495,1.38385,-2.478,5.415,65.40362499999999,51.39,88.6,17.841600000000003,2.84
2023-02-28,13.380625,0.0,1.3489708333333332,0.093,3.913,1.1786625000000002,-3.67,6.224,67.82354166666667,41.77,87.6,30.315454166666665,4.68
2023-03-01,13.345541666666666,0.1,1.1055375,0.23,2.818,2.250854166666667,-2.205,8.34,73.686375,49.14,91.3,28.830708333333334,4.82
2023-03-02,13.323958333333334,0.0,0.913725,0.102,2.854,2.893829166666667,-3.254,10.06,78.47575,47.95,95.4,26.9393,4.68
2023-03-03,13.212541666666668,0.0,0.5363458333333334,0.067,1.439,4.731558333333334,-1.816,10.21,81.62404166666667,53.9,95.1,12.5824375,2.42
2023-03-04,13.297458333333333,0.0,0.9340583333333333,0.103,3.111,4.885820833333333,-2.048,12.95,79.63391666666666,46.6,97.1,26.163587500000002,4.96
2023-03-05,13.337291666666665,0.1,0.9039750000000001,0.07,2.535,3.1552833333333337,-3.08,11.73,80.13566666666667,49.99,97.0,33.40407916666667,5.89
2023-03-06,13.248708333333333,0.0,0.7432666666666667,0.116,2.267,2.5348208333333333,-3.785,8.07,82.14166666666667,56.19,96.7,12.370975,2.2
2023-03-07,13.08375,5.7,2.0822958333333332,0.203,4.54,4.9640125,-2.546,9.15,90.11916666666666,71.37,96.0,7.801,1.51
2023-03-08,13.137374999999999,13.9,3.548983333333333,1.46,6.845,12.338541666666666,8.79,16.57,89.37491666666666,76.23,95.8,11.560341666666666,2.61
2023-03-09,13.260333333333334,0.8,4.2474083333333335,1.022,9.77,13.179416666666667,9.69,18.61,85.028875,57.04,96.0,17.199762500000002,4.35
2023-03-10,13.214,22.1,6.109624999999999,2.508,10.32,12.11925,10.84,14.59,84.660625,70.37,95.6,11.086816666666666,2.61
2023-03-11,13.064208333333333,21.1,5.225099999999999,2.074,9.88,13.083375,12.01,14.22,95.38916666666667,91.9,96.7,-1.7200583333333335,0.12
2023-03-12,13.185791666666667,0.9,2.1975083333333334,0.577,4.452,13.193054393305438,11.31,14.99,93.92283333333333,79.08,97.4,10.620095833333332,2.39
2023-03-13,13.230208333333334,6.0,3.911529166666667,0.573,10.37,13.590499999999999,10.9,18.73,86.78545833333332,65.3,98.1,18.516579166666666,4.28
2023-03-14,13.302999999999999,8.8,4.128845833333333,0.282,11.33,11.054625,8.63,13.73,86.11179166666668,73.31,97.1,24.312395833333333,4.24
2023-03-15,13.325291666666667,0.30000000000000004,1.0411833333333333,0.101,2.969,10.5021125,6.482,16.17,88.72291666666666,68.75,98.1,25.364033333333335,5.46
2023-03-16,13.310083333333333,0.0,3.4579,1.375,7.375,13.843683333333333,7.109,22.29,72.62379166666666,48.48,91.7,32.7607375,7.76
2023-03-17,13.254625,1.1,3.0529208333333333,0.197,7.71,13.11825,8.8,18.75,80.17941666666667,52.61,96.1,19.9346375,4.92
2023-03-18,13.291083333333335,3.3000000000000003,2.6573083333333334,0.421,7.042,11.695124999999999,9.07,15.73,91.82575,73.92,96.9,14.3099,3.1
2023-03-19,13.284500000000001,0.8,1.6103666666666667,0.143,4.974,11.219375000000001,9.41,14.11,86.742875,70.73,97.4,21.534208333333332,4.52
2023-03-20,13.329583333333334,0.0,1.1026958333333332,0.146,3.353,10.712925,5.127,16.17,77.46429166666667,52.41,95.4,36.20106666666666,7.67
2023-03-21,13.301874999999999,0.0,1.4867416666666666,0.063,4.367,9.395820833333334,3.746,16.05,91.21475000000001,74.89,97.3,21.876266666666666,4.38
2023-03-22,13.268791666666667,0.1,1.2421666666666666,0.078,3.696,10.704345833333333,4.436,15.59,88.589125,68.64,98.1,,
2023-03-23,13.234666666666667,2.5,1.6450833333333332,0.165,5.136,14.675583333333332,9.53,20.55,78.94708333333332,51.99,93.7,21.32397083333333,5.45
2023-03-24,13.278458333333333,5.1000000000000005,3.9011,0.815,8.06,12.649958333333332,9.93,14.95,86.12116666666667,72.45,94.0,25.239570833333335,4.73
2023-03-25,13.285416666666666,0.5,3.542041666666667,0.266,8.66,12.908541666666668,11.36,15.39,81.271375,60.65,87.7,27.1263125,5.71
2023-03-26,13.331166666666666,5.6000000000000005,5.506495833333333,0.993,11.56,11.74375,10.01,13.76,82.32625,70.95,90.0,19.738233333333334,3.76
2023-03-27,13.339875000000001,0.1,1.4164416666666668,0.084,3.332,10.492420833333334,6.735,14.86,75.380375,48.21,96.0,25.515529166666667,5.56
2023-03-28,13.326625,0.0,2.0891375,0.2,6.238,11.471766666666667,2.716,21.17,68.65916666666666,34.23,89.8,37.244625,8.61
2023-03-29,13.250625000000001,0.0,1.939975,0.186,4.741,16.308791666666668,8.21,24.69,63.758583333333334,31.69,89.6,25.70106666666667,7.42
2023-03-30,13.289083333333334,0.0,2.8877708333333336,0.285,6.253,14.667083333333332,10.2,17.72,77.10883333333332,58.91,94.0,30.896124999999998,6.64
2023-03-31,13.307500000000001,0.0,6.652591666666667,4.269,10.8,13.700625,11.81,16.09,77.74095833333334,68.42,81.9,31.354741666666666,5.84
2023-04-01,13.346875,6.0,4.449770833333333,0.634,8.91,11.230916666666667,8.61,14.09,79.96720833333333,68.66,89.6,31.435125000000003,5.5
2023-04-02,13.286624999999999,2.5,1.76875,0.532,3.851,11.445124999999999,9.72,14.94,81.05458333333333,63.25,93.3,25.325300000000002,5.45
2023-04-03,13.355458333333333,0.0,1.7545499999999998,0.385,3.614,9.56385,3.808,14.1,75.70629166666666,55.33,93.4,43.089304166666665,8.09
2023-04-04,13.359791666666666,0.0,1.6382666666666668,0.153,4.118,7.970175,1.618,15.06,65.92733333333334,36.89,91.4,47.5830125,9.15
2023-04-05,13.326583333333334,0.0,0.9086041666666667,0.058,2.037,8.106083333333334,-1.862,16.89,65.99841666666667,24.97,94.3,44.516875,9.0
2023-04-06,13.30025,0.0,1.2739416666666665,0.149,4.237,9.976395833333333,2.991,17.28,72.39558333333333,27.8,94.7,43.34545416666666,9.27
2023-04-07,13.296208333333334,0.0,1.3881041666666667,0.155,3.387,11.1045125,2.9,18.09,72.07312499999999,42.47,97.2,43.87394166666666,9.2
2023-04-08,13.323291666666668,0.0,1.9018374999999998,0.159,4.194,12.361741666666667,5.1,19.89,59.208708333333334,30.46,88.3,47.528637499999995,10.61
2023-04-09,13.276,0.0,1.0334208333333332,0.105,3.35,13.286733333333332,3.894,23.47,59.88754166666667,22.98,92.1,42.969612500000004,10.57
2023-04-10,13.243374999999999,1.0,2.9105708333333333,0.168,5.495,12.838854166666666,7.863,16.32,86.67433333333334,73.94,96.0,21.5676125,4.29
2023-04-11,13.334,0.0,2.051433333333333,0.283,4.768,12.197866666666666,7.441,16.08,83.36979166666667,55.38,96.5,36.96268333333333,7.55
2023-04-12,13.302958333333333,3.6,4.053841666666667,0.656,7.961,11.539170833333333,6.787,14.36,76.84170833333333,57.93,92.9,29.218641666666667,5.43
2023-04-13,13.347874999999998,11.0,2.6254416666666667,0.339,8.54,8.6419,5.856,12.57,84.93720833333333,69.52,95.9,17.140370833333336,3.31
2023-04-14,13.290375000000001,12.9,4.6675,0.602,8.12,11.6446375,6.811,14.84,89.65249999999999,81.2,96.8,15.849991666666666,2.78
2023-04-15,13.360833333333334,0.0,2.0647083333333334,0.13,4.31,11.113645833333333,5.297,14.54,75.43595833333333,57.59,94.3,41.2842625,7.81
2023-04-16,13.338916666666668,0.0,1.0488291666666667,0.168,3.098,10.0624375,2.099,17.88,78.40891666666667,44.92,97.3,45.911904166666666,9.59
2023-04-17,13.338083333333334,0.0,1.53085,0.149,4.144,11.0073875,1.913,18.14,73.70145833333332,46.68,97.0,46.22649166666667,9.37
2023-04-18,13.34275,0.0,1.7409458333333334,0.22,3.716,12.434574999999999,5.74,18.4,70.47562500000001,45.32,92.5,48.415487500000005,10.25
2023-04-19,13.318333333333333,0.0,1.3837541666666666,0.214,4.039,13.1464375,2.686,21.83,66.16483333333333,38.61,95.6,49.77147083333333,11.1
2023-04-20,13.31275,0.0,1.50205,0.298,3.178,14.135029166666667,6.726,21.12,63.37145833333333,39.71,94.5,51.823454166666664,11.82
2023-04-21,13.332291666666666,0.0,1.7612416666666666,0.153,3.298,13.565145833333334,3.249,20.37,58.678,29.19,91.0,48.5589,10.74
2023-04-22,13.326916666666667,2.9,2.609075,0.257,5.408,13.344024999999998,7.552,17.04,83.11220833333333,63.67,95.4,33.132891666666666,6.65
2023-04-23,13.304458333333335,1.9000000000000001,3.887775,0.674,7.617,13.220916666666666,9.16,16.43,86.028875,74.8,92.8,24.826766666666668,4.73
2023-04-24,13.328916666666666,0.9,1.4107791666666667,0.118,3.336,11.718758333333334,5.86,15.72,82.20820833333333,56.72,96.3,24.869191666666666,5.35
2023-04-25,13.308083333333334,5.300000000000001,1.766925,0.161,3.444,12.15425,10.09,15.1,90.63308333333333,72.92,97.2,11.577708333333334,2.68
2023-04-26,13.318541666666667,0.6000000000000001,1.6791541666666667,0.172,3.569,14.305375,11.65,16.56,91.91875,82.0,97.3,18.421116666666666,4.03
2023-04-27,13.298833333333333,0.1,0.8194791666666668,0.084,2.588,16.896875,10.68,23.41,84.046375,59.37,97.5,33.00787916666666,8.41
2023-04-28,13.271208333333334,0.0,1.520125,0.123,3.654,19.71425,12.28,26.65,77.94587499999999,54.53,96.4,41.21169583333334,10.78
2023-04-29,13.236625,0.6000000000000001,1.2788958333333333,0.358,3.084,17.607666666666667,14.61,22.35,83.23658333333333,62.52,93.3,20.648654166666667,5.53
2023-04-30,13.298833333333333,0.0,1.7065458333333334,0.575,4.44,15.950833333333332,12.77,21.08,81.12716666666667,50.99,95.3,46.2263375,11.05
2023-05-01,13.30625,0.0,1.4918541666666667,0.162,4.166,13.548,6.126,18.54,83.00217573221758,63.68,95.1,34.72349583333333,7.45
2023-05-02,13.31,0.0,1.8186916666666666,0.138,4.477,14.522679166666668,3.026,22.36,67.59866666666667,40.05,97.4,56.14210416666666,12.23
2023-05-03,13.308375000000002,0.0,3.522375,1.343,6.253,19.15220833333333,10.63,26.52,53.202875,30.68,79.71,52.29653333333333,13.57
2023-05-04,13.312166666666666,0.0,2.00795,0.201,4.272,17.310794979079496,11.3,21.04,70.69641666666666,47.27,91.0,47.983275000000006,11.21
2023-05-05,13.2895,1.4,0.9609791666666666,0.133,2.635,16.021,10.26,21.44,78.36779166666666,57.38,94.2,34.32830416666666,8.44
2023-05-06,13.281708333333334,0.0,1.8621541666666666,0.174,4.745,17.059041666666666,9.42,25.14,77.99162500000001,55.75,95.5,45.28062916666667,10.99
2023-05-07,13.310791666666667,5.0,1.9635166666666666,0.168,4.8,15.973208333333334,13.01,19.6,83.052625,66.89,95.0,42.012187499999996,9.46
2023-05-08,13.343250000000001,0.0,1.0278791666666667,0.088,2.911,15.442874999999999,11.53,20.09,80.74558333333333,57.01,94.6,36.5268625,8.87
2023-05-09,13.267083333333334,11.8,2.9239208333333333,0.247,6.182,14.932958333333334,11.85,18.73,88.73979166666666,76.82,96.2,24.156970833333332,5.12
2023-05-10,13.371416666666667,2.0999999999999996,2.382995833333333,0.265,5.64,13.554416666666667,9.64,17.73,78.23979166666666,59.1,92.4,42.628825,8.89
2023-05-11,13.369875,4.5,1.4978708333333333,0.101,4.658,12.337641666666666,6.838,16.69,81.02575,55.0,96.0,40.77435,8.57
2023-05-12,13.326458333333333,1.0,1.0791541666666666,0.085,4.11,12.468866666666665,4.316,19.21,80.81866666666666,49.98,97.2,36.798475,8.17
2023-05-13,13.361916666666668,1.9,1.1227208333333332,0.158,2.788,13.053491666666668,7.146,18.19,84.154625,60.3,97.5,28.740841666666665,6.48
2023-05-14,13.344291666666667,0.1,1.3270374999999999,0.078,3.762,14.572624999999999,8.44,20.86,83.38458333333332,56.73,97.5,51.91200833333333,11.79
2023-05-15,13.326041666666667,0.0,1.8264,0.353,3.78,14.857,11.79,19.26,82.02716666666667,57.16,95.9,37.779720833333336,8.68
2023-05-16,13.362333333333334,0.0,1.7963458333333333,0.303,3.838,13.551620833333335,7.38,18.42,64.12120833333333,34.96,90.5,59.21330416666667,12.73
2023-05-17,13.348,0.0,1.5564375000000001,0.19,3.733,13.065533333333333,4.936,19.57,63.19175,38.66,92.9,46.601795833333334,10.26
2023-05-18,13.346333333333332,0.0,1.3766416666666668,0.128,3.025,13.194245833333333,6.489,19.15,65.29270833333334,40.57,92.0,45.60275,10.22
2023-05-19,13.3455,0.0,1.4136833333333334,0.235,2.988,13.817762499999999,4.67,21.4,70.85,39.38,94.9,51.581670833333334,11.61
2023-05-20,13.333708333333334,0.0,1.1956125,0.285,2.439,13.901275,7.545,20.58,78.31725,56.54,91.5,25.790541666666666,6.23
2023-05-21,13.293291666666667,3.0,0.6524125000000001,0.103,1.195,15.254833333333332,10.64,19.01,89.48541666666667,76.0,96.0,14.34305,3.54
2023-05-22,13.279333333333334,2.7,0.7847791666666667,0.16,3.726,18.032791666666665,14.66,24.46,85.74791666666667,56.77,96.8,29.39482083333333,7.97
2023-05-23,13.321041666666668,0.0,1.6022458333333334,0.813,3.606,18.14241666666667,14.2,23.28,79.83645833333334,62.27,95.7,51.23397083333334,12.55
2023-05-24,13.319416666666665,0.0,1.6273791666666668,0.715,3.272,17.776625000000003,12.72,23.4,66.60233333333333,42.0,89.6,57.020999999999994,14.17
2023-05-25,13.363291666666667,0.0,1.8208625,0.188,5.351,15.940083333333332,9.62,20.96,61.38633333333333,40.54,86.5,48.08580833333333,11.31
2023-05-26,13.290875,0.0,1.4515625,0.165,3.388,20.098333333333336,10.2,27.42,64.65641666666666,40.77,90.7,52.629191666666664,13.76
2023-05-27,13.263333333333332,0.0,1.1833125,0.243,2.901,22.574708333333334,13.39,30.15,63.69358333333333,34.42,90.1,59.37556666666667,16.61
2023-05-28,13.267375,0.0,1.1915708333333332,0.413,3.313,22.874291666666668,13.96,30.04,64.35020833333333,34.49,90.0,58.2729125,16.38
2023-05-29,13.270708333333333,0.0,1.1057458333333334,0.261,4.272,22.309458333333335,13.36,29.83,63.995125,30.09,96.0,44.3681125,12.78
2023-05-30,13.275541666666667,0.0,1.2576208333333334,0.286,3.164,21.848833333333335,13.83,29.52,60.09570833333333,33.96,85.9,56.76830833333334,15.9
2023-05-31,13.278125,0.0,1.2634041666666667,0.363,2.707,21.623833333333334,13.99,28.85,59.77108333333333,32.8,85.1,60.08143333333333,16.65
2023-06-01,13.272124999999999,14.200000000000001,2.4545083333333335,0.17,4.813,19.690958333333334,15.23,25.6,77.100375,47.77,95.9,40.033970833333335,10.54
2023-06-02,13.280291666666667,0.1,1.1215333333333333,0.121,3.712,21.73391666666667,12.97,28.57,68.96975,40.31,97.1,50.826966666666664,13.94
2023-06-03,13.280375,0.0,1.1229875,0.317,3.252,21.9585,13.63,29.52,66.80716666666666,37.02,92.4,58.962495833333335,16.36
2023-06-04,13.28975,8.2,1.312075,0.123,7.206,19.584435146443514,14.43,25.81,81.5045,53.89,94.2,32.404495833333335,8.83
2023-06-05,13.280791666666666,3.3,0.8992083333333334,0.126,3.672,20.44904166666667,12.71,28.43,79.5745,45.16,96.7,50.489558333333335,13.8
2023-06-06,13.269625,0.0,1.161375,0.123,3.472,21.82016666666667,14.22,29.33,70.63604166666667,39.07,95.1,50.20820416666666,14.09
2023-06-07,13.27525,0.0,2.23235,0.207,4.954,22.81673640167364,15.0,28.99,66.51445833333334,41.81,92.4,55.339845833333335,14.99
2023-06-08,13.2875,2.5,1.9990166666666667,0.248,4.147,22.87725,19.65,27.66,77.75054166666668,55.9,90.1,35.94354166666667,10.23
2023-06-09,13.261125,32.7,1.6804166666666667,0.136,4.608,20.302208333333333,17.17,24.51,87.33804166666667,75.02,95.7,24.55278333333333,6.45
2023-06-10,13.282833333333334,0.0,1.0586375000000001,0.089,2.711,21.208916666666667,15.82,27.11,80.36429166666667,55.91,97.2,58.1372,15.64
2023-06-11,13.272791666666667,0.0,1.0314875,0.089,2.648,21.073458333333335,15.66,27.56,76.15816666666666,45.4,97.2,58.926270833333334,16.1
2023-06-12,13.285625000000001,0.5,1.240025,0.146,3.666,19.605,15.36,23.39,85.013625,71.23,95.5,24.10099166666667,6.32
2023-06-13,13.279958333333333,7.4,1.03135,0.098,3.097,19.8,17.07,24.35,88.74145833333334,67.67,96.4,31.260291666666667,8.4
2023-06-14,13.296249999999999,0.0,1.8502708333333333,0.128,4.606,20.816291666666665,16.45,26.36,81.413625,59.76,95.8,58.332274999999996,14.95
2023-06-15,13.312375,0.0,1.9030625,0.152,3.865,19.59333333333333,16.25,22.69,77.73116666666667,64.9,88.5,43.254020833333335,10.74
2023-06-16,13.300791666666667,0.0,0.8564624999999999,0.201,2.03,19.88179166666667,13.33,27.1,79.54754166666666,52.24,95.2,50.256616666666666,13.52
2023-06-17,13.23425,3.9,1.22465,0.12,3.473,22.15491666666667,15.16,29.81,78.66216666666666,42.11,95.9,40.444100000000006,11.67
2023-06-18,13.301541666666667,0.0,1.7551875000000001,0.146,4.866,20.347291666666667,16.51,24.99,86.98566666666667,71.58,97.5,39.439775000000004,10.0
2023-06-19,13.281666666666666,10.4,1.49025,0.183,4.997,21.664041666666666,16.34,27.71,83.088375,57.61,95.9,38.56245,10.6
2023-06-20,13.208541666666667,10.3,1.49175,0.154,4.828,20.175416666666667,17.26,24.29,88.03929166666667,68.46,95.7,30.891079166666668,8.15
2023-06-21,13.276833333333334,34.4,1.0202375,0.151,4.753,19.951583333333335,15.98,24.29,88.52716666666667,69.95,96.4,27.224674999999998,7.27
2023-06-22,13.2705,6.4,1.8046499999999999,0.097,4.399,20.383708333333335,15.67,24.55,87.14566666666666,69.81,96.4,54.290216666666666,13.33
2023-06-23,13.296625,0.2,0.8954749999999999,0.138,3.583,20.04870833333333,12.24,26.32,76.84895833333333,47.9,97.7,59.365408333333335,15.56
2023-06-24,13.261958333333332,0.0,1.2683916666666666,0.115,3.708,22.685458333333333,13.23,30.13,69.62829166666667,36.51,96.7,62.897845833333335,17.35
2023-06-25,13.272083333333335,0.0,1.6729333333333334,0.083,4.906,21.644458333333333,14.57,28.94,79.53475,49.2,96.2,57.42485,15.39
2023-06-26,13.303625,0.0,0.9623666666666666,0.084,3.42,19.728666666666665,13.35,25.57,76.77558333333333,49.85,96.8,58.79405,15.36
2023-06-27,13.300791666666667,0.0,0.7892666666666667,0.072,2.119,19.373416666666667,11.5,26.39,73.51945833333333,44.87,97.3,48.661345833333336,12.92
2023-06-28,13.281208333333332,0.0,0.9353166666666667,0.144,2.866,20.438,12.96,27.95,71.16795833333335,40.28,94.7,56.628416666666666,15.39
2023-06-29,13.302875,0.0,1.5827208333333334,0.176,3.909,19.644541666666665,14.28,24.52,80.36329166666665,56.24,96.4,49.774520833333334,12.57
2023-06-30,13.308916666666667,2.5,2.0163458333333333,0.389,4.48,18.299208333333336,14.56,21.44,77.66441666666667,50.17,96.2,42.30634166666667,10.32
2023-07-01,13.291916666666667,6.4,2.5273,0.853,4.66,19.524166666666666,18.07,21.56,89.10674999999999,70.0,96.5,28.570895833333335,7.0
2023-07-02,13.308166666666667,0.1,1.3104083333333334,0.144,4.138,19.700541666666666,14.25,23.24,81.82479166666667,57.81,96.7,54.68924583333333,13.65
2023-07-03,13.298541666666667,0.0,1.6211708333333334,0.152,4.223,18.929125,13.0,23.84,83.58491666666667,62.68,97.2,41.958391666666664,10.35
2023-07-04,13.298166666666667,1.4000000000000001,2.5368583333333334,0.147,5.583,19.498916666666666,13.57,24.17,84.92433333333334,64.67,97.9,45.74117083333333,10.74
2023-07-05,13.3255,1.9000000000000001,0.9390333333333333,0.098,2.763,18.247791666666668,12.35,22.6,84.0685,55.18,97.0,35.14427916666667,8.98
2023-07-06,13.296833333333332,0.0,0.8273875,0.163,1.874,18.819583333333334,10.71,26.45,74.32683333333333,43.96,97.6,51.337695833333335,13.49
2023-07-07,13.255208333333334,0.0,2.5410583333333334,0.191,5.168,24.06341666666667,14.13,32.53,68.88079166666667,40.19,94.0,58.69748333333334,16.48
2023-07-08,13.287125,0.0,1.2794416666666666,0.224,3.184,21.874291666666668,16.66,27.74,79.14079166666667,60.15,93.3,45.1953875,12.36
2023-07-09,13.269625,0.0,1.2021458333333332,0.1,3.403,21.803625,16.36,27.1,74.59925,47.52,93.6,56.0376625,15.26
2023-07-10,13.268875000000001,0.0,0.8991916666666667,0.16,2.349,22.623,16.36,29.55,72.63137499999999,47.81,95.8,56.9255875,16.07
2023-07-11,13.245875000000002,0.0,1.2261333333333333,0.228,3.636,20.869416666666666,16.32,27.11,78.74770833333334,56.46,94.5,33.759966666666664,9.42
